Power                   Time
237.48757844844692	0.256
237.48757844844692	0.268
237.48757844844692	0.28
237.48757844844692	0.292
237.48757844844692	0.304
237.48757844844692	0.316
237.48757844844692	0.328
237.48757844844692	0.34
237.48757844844692	0.352
237.48757844844692	0.364
237.48757844844692	0.376
237.48757844844692	0.388
237.48757844844692	0.4
237.48757844844692	0.412
237.48757844844692	0.424
237.48757844844692	0.436
237.48757844844692	0.448
237.48757844844692	0.46
237.48757844844692	0.472
237.48757844844692	0.484
237.48757844844692	0.496
237.48757844844692	0.508
237.48757844844692	0.52
237.48757844844692	0.532
237.48757844844692	0.544
237.48757844844692	0.556
237.48757844844692	0.568
237.48757844844692	0.58
237.48757844844692	0.592
237.48757844844692	0.604
237.48757844844692	0.616
237.48757844844692	0.628
237.48757844844692	0.64
237.48757844844692	0.652
237.48757844844692	0.664
237.48757844844692	0.676
237.48757844844692	0.688
237.48757844844692	0.7
237.48757844844692	0.712
237.48757844844692	0.724
237.48757844844692	0.736
237.48757844844692	0.748
237.48757844844692	0.76
237.48757844844692	0.772
237.48757844844692	0.784
237.48757844844692	0.796
237.48757844844692	0.808
237.48757844844692	0.82
237.48757844844692	0.832
237.48757844844692	0.844
237.48757844844692	0.856
237.48757844844692	0.868
237.48757844844692	0.88
237.48757844844692	0.892
237.48757844844692	0.904
237.48757844844692	0.916
237.48757844844692	0.928
237.48757844844692	0.94
237.48757844844692	0.952
237.48757844844692	0.964
237.48757844844692	0.976
237.48757844844692	0.988
237.48757844844692	1.0
237.48757844844692	1.012
237.48757844844692	1.024
237.48757844844692	1.036
237.48757844844692	1.048
237.48757844844692	1.06
237.48757844844692	1.072
237.48757844844692	1.084
237.48757844844692	1.096
237.48757844844692	1.108
237.48757844844692	1.12
237.48757844844692	1.132
237.48757844844692	1.144
237.48757844844692	1.156
237.48757844844692	1.168
237.48757844844692	1.18
237.48757844844692	1.192
237.48757844844692	1.204
237.48757844844692	1.216
237.48757844844692	1.228
237.48757844844692	1.24
237.48757844844692	1.252
237.48757844844692	1.264
237.48757844844692	1.276
237.48757844844692	1.288
237.48757844844692	1.3
237.48757844844692	1.312
237.48757844844692	1.324
237.48757844844692	1.336
237.48757844844692	1.348
237.48757844844692	1.36
237.48757844844692	1.372
237.48757844844692	1.384
237.48757844844692	1.396
237.48757844844692	1.408
237.48757844844692	1.42
237.48757844844692	1.432
237.48757844844692	1.444
237.48757844844692	1.456
237.48757844844692	1.468
237.48757844844692	1.48
237.48757844844692	1.492
237.48757844844692	1.504
237.48757844844692	1.516
237.48757844844692	1.528
237.48757844844692	1.54
237.48757844844692	1.552
237.48757844844692	1.564
237.48757844844692	1.576
237.48757844844692	1.588
237.48757844844692	1.6
237.48757844844692	1.612
237.48757844844692	1.624
237.48757844844692	1.636
237.48757844844692	1.648
237.48757844844692	1.66
237.48757844844692	1.672
237.48757844844692	1.684
237.48757844844692	1.696
237.48757844844692	1.708
237.48757844844692	1.72
237.48757844844692	1.732
237.48757844844692	1.744
237.48757844844692	1.756
237.48757844844692	1.768
237.48757844844692	1.78
237.48757844844692	1.792
237.48757844844692	1.804
237.48757844844692	1.816
237.48757844844692	1.828
237.48757844844692	1.84
237.48757844844692	1.852
237.48757844844692	1.864
237.48757844844692	1.876
237.48757844844692	1.888
237.48757844844692	1.9
237.48757844844692	1.912
237.48757844844692	1.924
237.48757844844692	1.936
237.48757844844692	1.948
237.48757844844692	1.96
237.48757844844692	1.972
237.48757844844692	1.984
237.48757844844692	1.996
237.48757844844692	2.008
237.48757844844692	2.02
237.48757844844692	2.032
237.48757844844692	2.044
237.48757844844692	2.056
236.95678604334452	2.068
236.467949923649	2.08
236.0184179411898	2.092
235.60502125708499	2.104
235.22410238856162	2.116
234.8715264728228	2.128
234.54270527409614	2.14
234.23262733147303	2.152
233.93593122964944	2.164
233.64700639643968	2.176
233.36014624715582	2.188
233.0696704692013	2.2
232.76999089228744	2.212
232.4557434970663	2.224
232.12205857671844	2.236
231.76486157224187	2.248
231.3811794517005	2.26
230.9692925103925	2.272
230.52873135109627	2.284
